committee_id,committee_name,contributor_city,contributor_state,contributor_employer,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-09-21 00:00:00,1000.00,4000.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-21 00:00:00,750.00,3002.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BUSINESS DEVELOPMENT MANAGER,2020-09-28 00:00:00,25.00,260.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BUSINESS DEVELOPMENT MANAGER,2020-09-28 00:00:00,15.00,260.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-30 00:00:00,25.00,275.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-30 00:00:00,25.00,275.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-09-20 00:00:00,1000.00,3000.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-20 00:00:00,500.00,575.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-09-27 00:00:00,15.00,1344.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-09-29 00:00:00,10.00,1344.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MA HOUSE OF REPRESENTATIVES,2020-09-27 00:00:00,50.95,254.20
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF EMPLOYED,2020-09-27 00:00:00,100.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,TINKERGARTEN,2020-09-22 00:00:00,35.64,179.75
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,U.S. DEPARTMENT OF INTERIOR,2020-09-20 00:00:00,100.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NYCLA,2020-09-24 00:00:00,35.64,260.64
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-21 00:00:00,35.64,440.64
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-29 00:00:00,100.00,440.64
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS AMHERST,2020-10-01 00:00:00,250.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-30 00:00:00,25.00,1393.54
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,TUFTS UNIVERSITY,2020-09-25 00:00:00,500.00,700.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-09-21 00:00:00,50.00,235.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTERN NEW ENGLAND UNIVERSITY,2020-09-20 00:00:00,50.00,385.64
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS,2020-09-22 00:00:00,10.00,267.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-23 00:00:00,66.06,2084.56
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-20 00:00:00,25.00,1197.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-29 00:00:00,250.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-29 00:00:00,100.00,1075.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-09-21 00:00:00,100.00,400.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-05 00:00:00,100.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-30 00:00:00,30.00,744.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-09-24 00:00:00,200.00,400.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-21 00:00:00,100.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BUSINESS DEVELOPMENT MANAGER,2020-09-21 00:00:00,25.00,260.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-25 00:00:00,20.00,232.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-28 00:00:00,25.00,232.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-09-28 00:00:00,35.00,140.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-09-30 00:00:00,25.00,185.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-04 00:00:00,100.00,549.19
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-09-21 00:00:00,35.00,140.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-09-20 00:00:00,100.00,185.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-09-29 00:00:00,100.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-20 00:00:00,25.00,1154.82
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-10-04 00:00:00,15.00,175.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-23 00:00:00,30.00,744.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-06 00:00:00,15.00,345.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-30 00:00:00,100.00,502.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-10-04 00:00:00,10.00,1404.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-09-29 00:00:00,200.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-10-07 00:00:00,5.00,1409.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-28 00:00:00,150.00,275.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,IF WISHES WERE HORSES,2020-10-06 00:00:00,15.00,778.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS,2020-10-06 00:00:00,10.00,282.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF EMPLOYED,2020-10-03 00:00:00,50.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-10-05 00:00:00,1000.00,3000.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS AMHERST,2020-10-04 00:00:00,50.00,243.98
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-04 00:00:00,25.00,240.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-10-04 00:00:00,10.00,1404.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-10-04 00:00:00,25.00,1404.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-10-04 00:00:00,15.00,1404.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-07 00:00:00,30.00,794.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HOME CITY,2020-10-02 00:00:00,300.00,400.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-10-04 00:00:00,15.00,2179.56
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-01 00:00:00,100.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-01 00:00:00,100.00,744.11
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-10-05 00:00:00,35.00,175.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NONE,2020-10-11 00:00:00,250.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-27 00:00:00,25.00,330.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-02 00:00:00,200.00,2100.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-08 00:00:00,100.00,844.11
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSACHUSETTS TEACHERS ASSOCIATION,2020-10-06 00:00:00,81.37,1081.37
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BUSINESS DEVELOPMENT MANAGER,2020-10-05 00:00:00,25.00,285.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NONOTUCK,2020-10-05 00:00:00,1000.00,2048.80
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-01 00:00:00,50.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-07 00:00:00,25.00,1443.54
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-12 00:00:00,250.00,1350.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-09-25 00:00:00,62.21,512.21
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-10 00:00:00,34.51,884.51
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-06 00:00:00,25.00,225.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-10-12 00:00:00,35.00,210.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-27 00:00:00,100.00,1200.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-10-08 00:00:00,351.13,351.13
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-13 00:00:00,25.00,305.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,CSO INC,2020-10-05 00:00:00,25.00,640.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NYCLA,2020-10-06 00:00:00,25.00,285.64
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSMUTUAL,2020-09-20 00:00:00,100.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-06 00:00:00,500.00,1000.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-06 00:00:00,500.00,1000.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,DESIGN DIVISION INC.,2020-10-07 00:00:00,100.00,262.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HOMEMAKER,2020-09-30 00:00:00,250.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-10-06 00:00:00,10.00,353.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HOLYOKE PEDIATRIC ASSOC,2020-10-08 00:00:00,100.00,575.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MOUNT HOLYOKE COLLEGE,2020-10-12 00:00:00,10.00,3583.81
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-08 00:00:00,155.43,804.62
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,LEIDOS,2020-09-20 00:00:00,50.00,225.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-12 00:00:00,100.00,375.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-09-27 00:00:00,100.00,512.21
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MOUNT HOLYOKE COLLEGE,2020-09-28 00:00:00,10.00,3063.81
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,,2020-09-24 00:00:00,10.00,253.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MOUNT HOLYOKE COLLEGE,2020-09-28 00:00:00,35.64,205.64
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-12 00:00:00,25.00,794.78
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-09-29 00:00:00,250.00,750.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BUSINESS DEVELOPMENT MANAGER,2020-10-09 00:00:00,15.00,325.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSMUTUAL,2020-09-27 00:00:00,100.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NONE,2020-10-11 00:00:00,100.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSMUTUAL,2020-09-20 00:00:00,87.00,288.09
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-20 00:00:00,50.00,1818.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-12 00:00:00,25.00,794.78
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-12 00:00:00,50.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-12 00:00:00,1000.00,2500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-10-13 00:00:00,100.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSMUTUAL,2020-10-09 00:00:00,100.00,700.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BUSINESS DEVELOPMENT MANAGER,2020-10-12 00:00:00,25.00,325.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-09-24 00:00:00,35.64,285.64
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-12 00:00:00,100.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-10-12 00:00:00,200.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-10 00:00:00,100.00,884.51
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-12 00:00:00,25.00,257.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MOUNT HOLYOKE COLLEGE,2020-10-05 00:00:00,10.00,3583.81
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-12 00:00:00,25.00,350.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSMUTUAL,2020-10-04 00:00:00,100.00,700.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-10-12 00:00:00,50.00,365.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-10-04 00:00:00,100.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-02 00:00:00,150.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,INFORMATION REQUESTED,2020-10-13 00:00:00,200.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-10-04 00:00:00,50.00,266.05
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,MODERN MEMOIRS INC.,2020-03-02 00:00:00,25.00,303.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SMITH COLLEGE,2020-03-02 00:00:00,25.00,213.38
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-03-03 00:00:00,3.00,233.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-03-06 00:00:00,59.47,319.56
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-03-10 00:00:00,112.78,319.56
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,U,2020-03-01 00:00:00,10.00,225.98
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,UMASS AMHERST,2020-03-01 00:00:00,82.28,256.94
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,UMASS AMHERST,2020-03-05 00:00:00,84.66,256.94
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,UMASS AMHERST,2020-03-11 00:00:00,86.03,346.78
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,TOWN OF AMHERST,2020-03-22 00:00:00,70.87,225.53
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-03-01 00:00:00,10.00,424.67
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-03-10 00:00:00,73.03,719.67
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,HOLYOKE HEALTH CENTER INC,2020-03-02 00:00:00,100.00,1189.19
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-03-10 00:00:00,48.78,678.78
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-03-04 00:00:00,50.00,255.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,AMHERST COLLEGE,2020-03-02 00:00:00,100.00,656.50
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,AMHERST COLLEGE,2020-03-02 00:00:00,100.00,656.50
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,AMHERST COLLEGE,2020-03-05 00:00:00,35.00,656.50
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-03-01 00:00:00,10.00,225.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-03-01 00:00:00,100.00,575.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-03-02 00:00:00,10.00,513.90
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-03-05 00:00:00,39.26,513.90
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,UNIVERSITY OF HARTFORD,2020-03-01 00:00:00,25.00,250.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-03-01 00:00:00,200.00,1734.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,RETIRED,2020-03-03 00:00:00,10.00,316.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,RETIRED,2020-03-03 00:00:00,10.00,316.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,BLUERISC,2020-03-01 00:00:00,20.00,640.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-09-04 00:00:00,250.00,600.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-17 00:00:00,25.00,325.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-09-29 00:00:00,25.00,320.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-02 00:00:00,100.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-29 00:00:00,100.00,1000.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-09-02 00:00:00,250.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-03 00:00:00,180.00,934.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-09-02 00:00:00,100.00,400.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,,2020-09-03 00:00:00,5.00,220.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,,2020-09-30 00:00:00,100.00,400.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSACHUSETTS TEACHERS ASSOCIATION,2020-09-02 00:00:00,100.00,900.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-30 00:00:00,12.50,426.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-08-12 00:00:00,95.64,744.78
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-08-16 00:00:00,25.00,378.20
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BCARC,2020-08-16 00:00:00,50.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HOLYOKE PEDIATRIC ASSOC,2020-08-16 00:00:00,250.00,350.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WSU,2020-09-04 00:00:00,25.00,1216.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WSU,2020-09-06 00:00:00,25.00,1216.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-04 00:00:00,50.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-04 00:00:00,1800.00,2800.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,EMILY DICKINSON MUSEUM,2020-09-04 00:00:00,12.50,488.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-08 00:00:00,100.00,900.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,CSO INC,2020-09-09 00:00:00,25.00,402.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RETIRED,2020-09-09 00:00:00,200.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,DAY PITNEY LLP,2020-09-10 00:00:00,25.00,775.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,RESIDENTIAL,2020-09-10 00:00:00,10.00,463.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-10 00:00:00,25.00,900.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,DAY PITNEY LLP,2020-09-11 00:00:00,25.00,800.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-09-11 00:00:00,250.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,CSO INC,2020-09-14 00:00:00,50.00,452.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-15 00:00:00,15.00,222.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-15 00:00:00,15.00,222.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-15 00:00:00,200.00,550.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSACHUSETTS,2020-09-15 00:00:00,50.00,760.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOTRE DAME HEALTHCARE,2020-09-15 00:00:00,1.00,211.04
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-16 00:00:00,15.00,215.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-10 00:00:00,100.00,2900.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HARVARD UNIVERSITY,2020-09-16 00:00:00,50.00,800.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-20 00:00:00,100.00,700.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-18 00:00:00,250.00,425.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,IF WISHES WERE HORSES,2020-09-19 00:00:00,15.00,643.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,LEGO SYSTEMS INC.,2020-09-19 00:00:00,5.00,230.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-19 00:00:00,100.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-18 00:00:00,25.00,256.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,DAY PITNEY LLP,2020-09-18 00:00:00,25.00,850.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTERN NEW ENGLAND UNIVERSITY,2020-09-20 00:00:00,100.00,257.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS AMHERST,2020-09-20 00:00:00,25.00,205.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-20 00:00:00,100.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-20 00:00:00,50.00,255.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-18 00:00:00,25.00,415.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,ME,2020-09-21 00:00:00,50.00,1633.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOTRE DAME HEALTHCARE,2020-09-22 00:00:00,1.00,212.04
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-22 00:00:00,500.00,1916.06
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HARVARD UNIVERSITY,2020-09-23 00:00:00,50.00,850.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-23 00:00:00,5.00,305.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-24 00:00:00,15.00,252.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,DAY PITNEY LLP,2020-09-24 00:00:00,25.00,875.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-24 00:00:00,25.00,950.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-24 00:00:00,15.00,335.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MOUNT HOLYOKE COLLEGE,2020-09-26 00:00:00,15.00,2887.81
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-26 00:00:00,32.00,283.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,CANCER CONNECTION INC.,2020-09-27 00:00:00,500.00,1900.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,CANDID.ORG,2020-09-25 00:00:00,250.00,366.06
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS AMHERST,2020-09-27 00:00:00,15.00,409.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,PIONEER VALLEY PERFORMING ARTS,2020-09-27 00:00:00,15.00,380.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,YANKEE ENVIRONMENTAL SYSTEMS,2020-09-25 00:00:00,100.00,1100.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF,2020-09-27 00:00:00,50.00,225.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,AMHERST COLLEGE,2020-09-25 00:00:00,250.00,1350.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-09-27 00:00:00,50.00,350.00
